id1,id2
2004_2_7,3309_5_2
2012_10_1,2109_1_2
2022_10_6,746_10_4
2030_1_2,575_12_1
2053_7_0,2909_10_5
2071_3_5,67_5_5
2083_8_0,2460_7_1
2110_5_1,700_5_2
2126_0_5,3190_3_4
2138_7_1,3299_3_1
2152_0_5,2335_1_7
2160_2_4,3325_11_3
2175_4_5,453_7_4
2191_3_3,315_9_1
2209_3_8,3187_12_5
2214_6_3,3944_9_3
2254_3_2,3234_10_3
2255_8_3,930_7_6
2265_0_2,6_2_2
2286_7_5,862_6_3
2296_1_0,3975_0_2
2306_2_1,480_1_2
2311_2_1,628_4_2
2315_6_5,3222_5_2
2403_9_6,2550_7_1
2477_3_3,509_6_1
2497_0_2,525_2_3
2504_10_4,3620_5_0
2507_11_7,3140_1_4
252_1_4,945_0_5
2530_10_5,76_9_3
2585_10_6,3221_6_5
2607_4_0,3750_6_2
2712_0_3,3948_11_1
2727_5_1,3396_5_5
2793_4_4,2958_7_5
2831_9_5,47_7_2
2843_4_3,327_1_8
2853_3_8,950_1_3
2926_10_1,2937_2_0
2949_10_7,883_9_4
3006_2_0,3698_5_4
3087_1_6,3762_9_3
3151_7_4,3955_6_6
3168_6_0,873_7_0
3198_2_5,3546_12_6
3244_3_0,628_2_0
3333_6_2,3960_3_6
3450_9_3,985_7_1
3631_2_3,550_8_2
3633_1_0,3693_1_5
3673_1_4,3783_6_2
3687_9_2,933_7_5
3688_7_1,40_1_5
3703_0_0,926_0_7
3767_8_2,695_9_0
3844_5_7,44_1_6
3933_1_4,3971_5_4
3948_11_3,621_1_0
406_0_4,767_7_5
453_12_0,974_3_5
484_10_5,560_1_3
508_5_3,655_2_3
772_3_1,82_6_0
815_4_4,905_7_3
837_11_1,94_2_6
1004_0_4,2031_10_4
1007_11_3,2890_10_1
1008_6_3,2471_11_2
1008_11_0,3983_2_3
1016_2_4,2992_1_3
1018_1_7,2550_4_5
1018_12_0,3338_5_3
102_6_1,3630_6_3
1024_12_3,578_10_2
1028_1_5,3881_1_1
1030_11_6,2140_1_0
1034_3_1,1231_7_8
1039_6_2,430_7_4
1042_6_2,1790_11_4
1045_9_1,611_10_4
1047_9_4,2818_10_5
1055_9_2,3656_1_5
1070_1_8,3138_0_1
1077_7_3,3916_10_6
1078_9_4,3165_7_4
1079_0_5,518_0_1
1086_2_3,66_10_3
1091_9_2,3773_8_3
1093_0_1,513_1_5
1097_3_0,243_11_5
1097_6_6,1945_8_1
1097_6_7,139_8_1
1098_10_0,2353_0_2
1111_8_3,3235_7_5
1124_8_3,2509_7_6
1134_2_1,1901_12_0
1136_5_0,2497_10_1
1138_2_6,3972_4_7
1143_6_1,1450_4_2
1148_12_3,3118_9_5
1150_5_0,2358_7_1
1158_5_6,1449_12_3
1171_0_2,3364_2_4
1185_5_1,3982_3_2
1186_3_6,385_9_2
1216_2_1,2551_5_5
1217_7_6,345_8_2
1223_4_2,154_7_3
1223_5_1,2518_4_0
1227_4_1,645_0_0
1251_1_2,2719_6_3
1262_1_1,3227_8_4
1267_2_1,3106_7_2
1267_4_1,1394_8_1
1281_2_0,776_10_5
1290_4_8,1492_0_0
1291_5_3,228_7_2
130_8_4,975_1_2
1315_3_6,3722_10_4
132_9_2,3870_3_5
1324_4_4,599_5_6
1329_5_6,3517_1_0
1357_4_4,3117_3_6
1359_7_5,2961_4_0
1359_8_1,2933_9_2
136_7_4,91_4_5
1364_6_5,3291_8_1
137_2_6,3581_5_1
1373_6_3,3817_12_1
1388_5_1,3918_10_5
1395_8_6,3506_2_4
1398_2_4,2578_5_4
1415_6_6,2458_0_2
1420_2_5,2022_10_6
1437_3_4,1572_7_0
1437_10_3,3365_8_3
1438_3_0,2857_8_2
144_6_5,2716_4_1
1446_5_2,2649_0_3
145_9_3,1647_8_4
1453_12_3,916_6_3
1456_13_0,3049_1_5
1472_9_6,3815_6_0
1479_13_2,2221_2_6
1490_10_3,3692_6_4
1495_4_0,618_5_0
1497_1_3,1809_7_1
1498_8_4,3877_0_1
1498_10_4,1857_0_7
1498_11_0,2222_11_0
15_1_1,3420_8_4
1500_1_1,3902_4_6
1500_2_5,3131_8_8
1501_7_0,757_9_4
1518_1_3,2172_9_0
1520_3_8,3800_10_6
1522_5_1,3678_6_0
1525_13_2,169_9_3
1534_7_2,353_6_6
154_7_3,888_3_2
1558_9_3,2928_6_2
1568_3_3,3921_12_6
1568_6_0,3206_5_7
1573_5_1,2678_2_0
1580_0_2,99_6_3
1593_7_3,2988_1_3
1600_7_7,2792_2_4
1603_9_4,3436_1_0
1608_7_6,3745_1_2
1611_6_3,961_0_1
1625_11_0,2279_3_4
163_11_5,2787_8_2
1636_0_1,557_9_5
1640_8_2,2250_10_2
1642_3_5,86_4_5
1644_10_0,3823_10_0
1647_8_4,2476_1_1
1649_1_5,2_8_3
1651_1_6,992_11_3
1655_8_3,1773_5_3
1676_9_3,744_0_3
1677_8_2,2522_4_3
1689_9_3,3239_7_0
169_5_4,774_5_5
1702_4_3,913_9_1
1703_4_4,480_8_7
1707_6_0,2309_3_2
1710_8_6,2658_7_4
1721_6_0,1732_8_4
1730_7_6,3857_8_3
1740_12_5,2222_9_3
175_1_2,3729_2_1
1755_0_0,2366_10_0
1759_8_7,588_1_0
1766_11_1,215_2_1
1767_3_0,2587_12_2
1782_11_2,2757_10_0
1801_0_6,808_4_5
1807_7_2,3437_7_2
1824_4_0,947_4_2
1839_4_1,3988_7_6
1852_4_6,3078_1_6
1855_11_0,3880_2_4
189_6_2,3623_2_0
19_2_5,3954_4_1
1906_5_7,2237_8_8
1910_5_1,824_2_3
1910_7_1,68_2_2
1918_7_5,3202_4_4
1923_4_3,60_12_4
1927_0_0,2324_1_1
1939_1_5,454_6_4
1962_0_3,3958_7_2
1962_8_1,2150_9_2
1964_6_6,2539_9_7
1967_0_5,2421_10_1
1978_9_1,943_5_1
1987_10_1,2721_9_6
1999_6_0,2584_1_6
2008_2_0,2218_6_4
2012_5_0,2419_10_0
2015_7_2,772_0_4
2033_4_0,2251_2_1
2039_2_3,2377_4_0
2039_3_6,3776_1_1
205_4_2,934_3_1
2053_4_1,3034_2_6
2057_6_2,2969_6_5
2069_7_1,441_7_4
2071_0_2,2879_12_0
2072_6_4,522_4_3
2075_7_7,3738_2_3
2075_9_0,2548_7_3
209_9_5,3443_11_2
2095_6_4,2128_7_3
2114_11_3,2962_5_3
2123_6_4,292_1_6
2124_4_7,692_3_2
2126_3_4,3957_12_2
2126_7_4,397_3_5
2128_7_3,3640_1_1
2133_0_2,2585_2_2
2148_3_0,3896_10_5
2150_0_1,2827_6_5
2160_8_3,825_1_7
2168_0_2,829_4_2
2171_1_5,3487_2_1
2171_3_1,2757_1_1
2185_11_4,3824_5_7
2202_8_5,2530_10_6
2212_7_2,2594_11_0
2237_6_2,559_0_0
2261_0_2,3020_3_4
2287_6_1,2945_7_3
229_7_3,326_0_1
2293_7_5,2680_3_4
2300_11_4,3086_1_0
2302_6_3,2668_2_4
2303_0_2,3920_6_0
2310_7_3,2427_3_0
2315_2_8,389_1_0
2316_0_2,2902_6_2
2322_6_5,742_10_5
2322_10_1,535_10_3
2326_7_3,2923_0_0
2327_1_5,3444_6_7
2328_1_7,576_4_1
233_6_3,2461_6_3
2330_1_6,3474_6_5
2339_12_1,3469_10_3
234_9_1,284_13_4
235_3_3,578_3_6
2369_2_4,510_5_4
2390_9_3,2509_7_6
2416_2_1,3527_4_0
2419_13_1,3040_1_2
2421_4_1,3725_9_1
2422_3_0,3405_1_4
2435_1_3,3898_8_6
2440_5_4,3931_1_3
2443_2_4,3097_3_0
2444_1_5,2930_0_2
2467_10_6,2909_6_2
2473_0_3,3122_9_8
2497_11_2,2760_5_3
250_9_2,2795_5_1
2526_9_4,3105_6_3
2530_10_6,2779_0_4
2541_10_7,3547_2_3
2550_1_5,3057_3_7
2582_2_3,489_8_2
2593_5_5,3281_8_1
2601_10_0,3950_8_3
2616_3_2,3128_4_0
262_12_2,2633_5_1
2620_5_2,3977_4_2
2633_1_1,718_5_8
2633_8_2,804_7_3
2641_4_1,2984_8_7
265_0_0,3920_7_4
2664_10_3,895_5_0
267_9_6,3384_10_2
2693_4_2,755_5_2
2694_6_2,3814_3_3
2694_7_4,2941_4_2
2705_6_6,3905_4_4
271_0_5,3620_9_3
2731_2_1,3997_3_3
2736_9_4,3664_8_5
2744_9_1,3587_1_0
2755_11_1,3084_7_0
2772_7_3,394_12_3
2844_6_1,3233_9_1
286_11_3,887_5_4
2888_8_5,3583_9_1
2893_7_0,712_2_4
2898_7_0,2922_5_2
2903_0_0,3777_3_2
2914_0_4,3486_5_2
292_1_6,3521_0_6
292_10_0,3779_2_1
2922_5_2,746_4_4
2929_10_2,3614_7_2
2930_0_2,36_7_4
2941_4_2,3664_1_7
2955_11_0,33_4_4
2962_5_3,3972_3_8
2967_10_0,3151_7_4
2980_3_6,3490_0_3
2983_9_0,611_3_3
3053_1_0,540_6_3
3055_3_3,590_0_5
3082_10_4,91_2_1
3099_7_6,898_3_1
31_4_6,791_2_2
3120_2_3,3847_0_5
3133_9_2,982_2_1
3157_7_3,803_1_3
3174_5_3,3848_2_8
3177_1_3,493_1_4
3179_11_2,846_7_6
3194_6_3,937_4_6
3197_8_1,3267_0_4
3198_2_0,347_1_6
3200_8_3,690_6_5
322_12_4,872_1_5
3220_5_3,3343_4_0
3223_3_1,883_4_3
3239_3_4,952_8_2
328_7_3,3374_11_1
3285_0_5,3374_9_1
3314_9_4,3912_6_5
3351_2_3,911_8_6
3390_5_0,505_0_3
3391_0_1,780_6_2
3397_5_2,3785_1_5
3400_9_3,3759_9_5
3402_6_1,593_7_0
3405_1_4,915_9_1
3410_7_4,3967_6_2
3441_8_7,920_7_4
3445_5_1,3923_10_1
3453_0_4,3715_0_3
3457_0_4,36_5_6
3468_0_4,3810_1_4
3490_9_3,3565_2_2
3547_1_1,772_13_3
3566_10_2,850_0_4
3569_7_2,850_4_1
357_5_6,3878_2_2
3581_5_1,3831_1_10
3585_4_2,924_3_3
3594_3_6,3988_2_0
3599_6_4,3784_8_2
3606_3_3,896_3_0
3645_6_5,3927_5_2
3651_13_2,3907_1_4
3660_5_6,566_12_6
3686_13_4,992_8_2
3711_9_4,3718_9_1
3722_4_3,401_7_2
3731_8_6,746_4_4
3766_5_5,382_6_1
3772_8_1,3979_0_2
3797_0_1,57_2_6
38_10_1,676_5_3
3825_12_3,86_4_5
3846_0_1,883_1_6
3852_5_2,59_2_6
3855_2_3,60_12_0
3874_3_8,93_6_3
3915_10_3,912_4_8
493_0_4,721_6_4
505_0_3,590_5_3
505_6_3,766_8_1
505_8_4,782_7_2
54_8_4,905_7_3
578_9_4,992_12_5
599_9_4,845_6_1
641_3_1,854_4_2
665_4_1,872_12_8
687_10_3,939_12_6
1_2_4,858_0_1
1_5_3,1029_1_3
100_9_3,3642_8_1
1003_5_0,1374_5_2
1005_1_4,939_11_2
1006_5_0,1663_0_4
1008_3_3,458_3_3
1009_0_5,1984_0_1
101_6_0,905_2_2
1010_11_5,853_5_1
1013_4_1,511_3_1
1013_6_5,844_7_2
1015_2_7,3210_1_2
1022_3_6,2525_8_1
1022_6_1,1324_6_3
1026_7_6,499_13_0
1028_5_0,2047_9_3
1029_10_2,2916_8_5
1037_8_6,1288_5_3
1038_2_1,1743_2_5
1040_1_0,187_0_6
1041_6_0,570_8_2
1045_10_1,663_2_2
1047_6_4,1664_3_7
1048_1_0,3532_7_8
1049_9_6,2672_7_5
1051_4_5,3623_0_1
1052_4_1,32_5_1
1055_1_6,3860_1_3
1055_3_6,2745_5_1
1057_3_2,2641_4_1
1057_5_2,2760_6_1
1057_7_3,77_7_8
1059_7_2,1251_6_3
1059_10_4,2189_7_1
1061_9_2,1712_1_3
1066_2_1,3706_4_1
1068_5_8,790_2_3
1069_10_3,2302_0_0
1071_10_3,2879_4_5
1077_6_5,2497_13_7
1086_11_1,445_7_0
1087_8_6,631_9_0
1092_5_5,119_2_5
1095_1_3,164_2_2
1100_3_3,2026_10_1
1104_9_8,2190_9_1
1109_4_2,203_8_2
111_6_3,529_6_5
1113_6_3,1258_6_0
1115_8_1,3869_8_6
1117_2_1,199_6_1
1118_1_4,3564_4_1
1118_2_8,3607_3_7
1118_11_5,3276_3_4
112_4_2,1160_4_2
1128_7_3,1448_6_3
1136_12_6,308_9_1
1138_5_4,3742_0_4
1143_7_5,160_2_5
1144_10_2,561_10_3
1146_4_0,3207_3_5
1146_6_0,3496_3_3
1146_8_7,1615_5_0
1147_4_8,2123_1_6
1147_7_6,3755_0_3
1156_6_4,2596_0_5
1159_8_4,3448_0_2
1160_4_2,1960_6_3
1163_1_3,1224_1_0
1164_0_5,624_0_4
1166_4_3,1906_3_2
1166_8_2,2347_6_2
1168_9_0,569_2_2
117_8_2,399_8_7
1170_6_3,1610_5_2
1170_7_0,357_8_4
118_4_8,2947_11_3
1180_7_0,1410_6_4
12_7_1,3103_6_1
1203_3_3,193_6_0
1203_7_1,2278_1_2
1205_2_1,2654_11_3
1206_0_8,3070_5_5
1216_4_1,711_5_5
1218_4_5,297_0_3
1228_4_3,3871_6_7
1235_1_4,3208_10_6
1236_3_4,1614_9_0
1236_7_1,590_1_7
1241_9_2,3742_5_3
1245_8_5,3395_0_6
1247_3_6,2454_2_8
1254_5_2,3106_1_8
1258_6_0,3317_10_6
1258_7_2,1589_7_0
1258_10_3,1749_0_0
1262_4_3,2234_2_5
1270_7_2,3172_1_7
1271_9_6,52_5_0
1273_7_5,3329_4_3
1274_7_6,2769_0_7
1276_4_2,475_2_1
1276_10_2,3473_4_4
128_3_4,2626_8_6
1281_1_3,2334_4_1
1281_2_6,1685_8_5
1282_7_3,1615_0_0
1284_10_5,3139_1_1
1286_8_4,3045_8_1
1294_1_0,2994_8_1
1294_13_2,3991_8_2
1299_0_1,1999_7_1
13_7_4,2039_4_2
1305_2_3,143_0_2
1306_5_0,3262_5_4
1315_1_5,1438_9_8
132_1_0,3205_1_4
132_7_0,1428_6_2
1320_8_2,3986_3_0
1320_13_1,3347_11_0
1320_13_5,3087_3_5
1321_7_1,69_11_2
1327_6_0,1710_3_2
1329_3_2,3114_12_6
1337_9_0,725_8_4
1340_0_3,546_5_4
1340_10_4,2124_0_0
1340_11_1,2543_8_3
1346_2_3,2203_5_2
1347_1_1,1752_5_5
1347_1_3,710_0_0
1347_7_3,3003_7_6
1348_5_0,2220_9_1
135_6_6,79_5_3
1356_1_5,1822_12_4
1357_4_5,3458_10_2
1358_2_3,2632_4_4
1359_8_4,1630_5_1
1362_2_1,1466_10_1
1365_5_0,9_3_0
1365_5_1,1927_3_1
1367_2_0,3673_1_2
1369_8_4,3970_10_6
1371_6_1,44_4_5
1372_0_5,3496_8_6
1377_4_0,272_6_1
1379_4_1,3296_8_5
1379_5_0,1875_1_5
138_11_3,432_4_3
1385_9_6,1653_9_2
1399_6_3,752_6_1
14_9_6,438_1_1
1400_2_2,2760_9_2
1401_8_1,3001_7_6
1405_0_3,2047_10_3
1407_4_7,3648_6_5
1407_8_8,2032_6_6
141_0_0,3387_1_2
1418_3_4,3968_5_0
142_6_5,2759_10_5
1425_0_8,1767_9_4
1426_1_1,579_4_4
1428_0_1,2001_0_4
1428_6_2,354_2_5
1432_2_8,2381_2_2
1432_7_5,44_12_1
1433_8_6,354_8_5
1436_4_2,2560_3_0
1436_5_4,15_12_0
1442_1_6,2855_11_4
1442_6_0,3967_9_6
1455_0_0,3978_3_3
1455_8_0,594_8_4
1465_0_2,3769_6_3
1466_10_1,3211_1_4
1473_10_3,2404_3_0
1474_0_5,3790_6_7
1475_2_6,3898_3_2
1476_11_3,3022_6_4
1477_4_0,2293_1_7
1479_9_7,3145_1_4
1482_6_6,3032_4_2
1483_12_2,1730_3_0
1487_4_0,1894_5_4
1494_1_1,20_1_0
1494_9_0,2130_7_0
1496_0_2,2234_2_3
1497_6_4,1880_11_0
1498_0_6,240_1_6
1499_1_3,2470_5_6
150_3_5,2599_0_0
1503_3_2,3947_2_1
1503_9_8,2396_4_4
1506_0_2,3609_5_6
1506_5_5,3649_9_0
1508_11_0,756_3_5
1509_0_0,709_3_5
1511_0_7,475_4_4
1518_5_7,3921_9_0
1519_0_1,712_0_3
1520_12_3,2559_7_7
1521_9_5,3417_4_0
1526_6_0,3682_8_1
1534_6_4,2077_4_4
1536_5_0,3210_1_4
1541_4_5,554_5_6
1542_6_5,2045_1_2
1544_0_3,3805_4_0
1545_9_7,3586_7_6
1547_1_3,2497_1_3
1550_2_3,2465_0_7
1551_8_8,3800_1_2
1553_4_2,3708_4_2
1555_2_5,3447_6_6
156_0_6,858_7_4
1565_1_0,3751_7_1
1571_6_6,2075_9_6
1574_10_3,837_10_6
158_6_5,3734_5_5
1584_11_4,1732_9_4
1587_0_3,2789_6_0
1590_8_1,2897_6_7
1592_1_5,2910_7_5
1593_2_4,799_8_1
1593_9_1,3641_4_3
1598_0_5,2434_2_3
1598_6_6,2905_4_7
1602_6_2,1932_6_1
1602_7_3,300_8_0
1611_1_6,2988_12_1
1612_0_6,1869_4_3
1616_3_3,639_0_0
1617_5_4,3822_6_1
1618_11_2,3307_9_5
1620_7_3,3654_6_6
1624_5_2,2835_7_3
1631_10_0,824_12_3
1633_0_5,2640_0_6
1636_6_3,2676_1_6
1637_0_0,3132_8_2
1643_3_2,2484_1_3
1645_2_0,2767_0_2
1649_11_0,3355_8_3
1651_1_2,2288_6_0
1651_4_2,2702_0_2
1655_5_0,429_0_6
1661_3_8,3461_0_3
1665_7_5,3734_2_4
1666_0_0,3935_6_1
1666_5_2,2883_2_4
1667_7_8,2894_13_3
1669_10_4,3221_11_5
167_3_3,2117_7_4
1670_12_4,1886_0_3
1675_1_0,3349_1_3
1677_3_3,383_8_3
1679_6_2,1747_7_4
1684_8_2,2135_3_4
1687_3_5,3612_3_3
1689_6_0,1941_3_4
1689_7_0,3351_0_4
1689_12_1,3605_3_1
1694_8_3,1747_11_4
1697_6_0,3511_3_6
1697_9_3,1999_7_5
1705_4_3,3799_7_3
171_11_4,1977_7_1
1711_6_3,3809_2_0
1716_3_3,878_6_2
1717_7_4,288_6_4
1718_3_2,3046_3_7
1720_0_0,3867_13_4
1721_4_5,927_0_6
1721_7_2,1854_13_6
1723_1_7,3306_0_1
1726_1_4,3725_0_1
173_3_6,5_2_1
173_7_2,2897_3_4
1735_9_5,3334_10_5
1736_10_2,615_3_3
1738_8_2,3303_8_1
174_1_2,2537_4_3
1745_11_7,3741_11_2
1754_2_6,637_5_2
1755_4_0,2183_7_3
1756_5_3,56_11_2
1756_12_2,3559_0_2
1758_11_6,546_3_4
1770_4_2,417_6_1
1771_9_4,3533_3_4
1773_9_4,2899_7_2
1775_8_2,508_2_0
1778_7_0,2344_7_1
178_2_3,1863_5_7
1780_2_0,983_6_8
1784_0_3,3453_3_3
1784_5_6,3972_2_0
1787_6_5,2333_0_1
1788_5_4,2656_1_5
1791_8_1,1894_0_8
1795_0_3,3086_4_2
1795_3_3,889_9_3
1795_4_6,3247_0_7
180_3_5,677_0_2
1804_1_3,3523_4_2
1804_5_5,994_3_1
1806_4_5,2020_7_0
1812_3_7,2449_5_0
1819_8_2,654_5_1
1821_4_1,2315_3_4
1839_0_0,779_3_0
1840_0_0,3511_7_4
1840_0_4,757_7_1
1840_2_3,1875_6_1
185_0_0,827_3_4
1852_1_2,3869_4_1
1852_4_7,969_1_4
1853_5_2,2840_2_1
1859_2_4,1958_11_1
1863_7_0,1986_2_8
1863_10_2,3162_11_2
1865_1_4,2012_6_4
1869_11_2,3002_5_4
187_4_6,3557_4_8
1870_5_0,2844_2_2
1872_5_8,1921_4_1
1875_6_1,362_4_0
1882_0_4,3363_8_2
1883_9_2,507_1_7
1890_5_4,879_4_0
1893_5_3,508_8_8
19_4_1,3692_1_4
1901_2_1,467_8_0
1903_5_1,3589_6_4
1903_7_4,1982_13_6
1905_0_4,2899_5_1
1905_1_2,2647_2_2
191_10_2,2589_3_0
1910_4_7,27_2_0
1912_2_3,2872_5_5
1913_2_4,3031_10_7
1914_5_4,2036_1_0
1923_1_6,246_6_7
1927_8_3,2570_0_2
1931_0_4,478_5_4
1936_5_4,3255_0_8
1939_6_1,2522_4_3
1947_4_7,486_11_6
1955_2_0,3960_3_3
1960_6_6,3196_6_1
1966_0_5,3909_2_4
1969_4_6,2980_7_1
1975_1_3,825_1_7
1978_2_1,3886_4_2
198_4_2,3366_10_6
198_8_4,2041_3_4
1982_4_6,3014_5_0
1985_5_4,3364_2_4
1986_10_5,578_11_5
199_7_3,872_3_7
1990_8_3,3514_7_4
1991_9_5,2867_4_2
1993_1_1,2762_0_0
1995_4_4,784_1_1
2_6_2,850_0_1
200_9_0,3671_8_1
2003_7_0,3824_0_3
2006_5_2,2239_13_1
2006_6_6,2760_6_1
2007_6_3,3854_5_4
2014_9_0,3106_3_1
2016_7_4,640_5_4
2019_1_0,859_3_1
202_6_0,3667_12_2
2020_2_3,874_1_4
2021_5_5,2885_9_6
2022_9_5,3045_5_0
2024_6_0,2551_11_4
2025_10_1,2561_7_0
2027_6_5,3201_1_0
2037_6_0,785_10_0
2037_8_1,2991_9_2
2039_13_8,692_0_3
2041_3_4,3514_7_4
2041_5_3,3125_6_0
2043_1_1,316_3_1
2043_8_6,269_3_1
205_4_6,2213_1_0
2050_7_3,3872_1_0
2055_6_5,982_5_1
2059_1_5,2265_6_2
2060_4_3,219_8_1
2063_0_0,511_0_2
2067_3_3,3835_8_6
2068_1_4,3869_10_3
2070_3_2,565_9_1
2075_2_3,79_6_3
2085_4_1,871_3_3
2086_12_5,2091_6_4
2097_5_3,3228_0_2
2100_1_4,2633_8_2
2101_11_3,611_1_8
2107_5_3,546_7_2
2109_2_0,3097_1_0
2112_1_4,3118_5_2
2113_9_1,2445_9_3
2121_5_1,304_9_6
2126_9_6,2344_7_4
2130_4_1,3234_13_6
214_10_0,2616_3_0
2142_7_2,2732_8_5
215_1_7,2474_6_0
2160_3_2,3237_10_5
2161_9_2,2713_5_4
2162_9_3,2171_11_0
2170_5_2,3774_3_1
2173_4_5,511_0_3
2188_9_1,2937_4_5
2189_7_2,3168_5_0
2193_3_5,3340_9_0
22_10_8,3598_7_6
2202_1_3,2520_1_5
2212_7_0,373_1_5
2213_1_0,2860_4_3
2217_4_5,3299_4_0
222_2_0,284_2_7
2221_3_1,3626_10_6
2224_0_0,51_1_6
2227_0_4,3904_8_3
2227_9_3,2672_13_0
2238_6_4,2869_11_5
224_4_2,3981_4_3
224_5_0,3524_2_0
2240_9_5,3602_0_5
2251_2_1,3709_4_1
2253_8_0,3363_10_3
2253_11_2,2930_4_2
2254_2_1,2322_7_7
2254_4_2,2760_9_2
2256_2_4,2689_4_4
2258_0_2,2871_10_4
2261_4_3,98_12_1
2267_2_0,2346_0_5
2270_4_2,652_9_0
2275_8_5,313_11_6
2278_0_1,538_4_0
2279_3_1,3648_3_3
2281_3_2,2589_0_7
2281_3_8,3966_2_0
2283_2_4,3378_4_3
2289_13_7,2554_13_1
2294_2_2,3740_0_0
2299_4_2,840_4_3
2299_13_3,3489_7_5
230_0_2,2779_4_4
2300_0_4,581_0_5
2303_0_1,2872_0_5
2307_6_0,3495_4_4
2311_2_2,3259_7_3
2321_5_8,3614_8_2
2325_2_4,274_9_2
2327_2_5,3220_5_4
233_1_3,3429_12_5
2332_9_6,323_1_5
2335_10_2,3468_6_7
2337_3_0,3923_11_4
2341_7_5,3364_7_0
2344_7_1,686_9_2
2346_7_5,3468_4_2
2348_5_6,900_10_1
2348_7_4,3890_8_4
2349_10_5,2529_10_0
235_4_4,3936_2_2
2351_3_5,688_3_3
2354_11_3,448_4_2
2355_5_1,566_6_1
2357_2_0,2381_5_2
2383_1_5,3947_2_3
2384_7_5,3983_2_3
2388_6_0,3519_4_5
2390_2_2,486_10_6
2391_7_0,3325_2_7
2393_2_5,468_2_1
2395_0_1,690_2_1
240_3_3,402_1_4
2409_11_0,2516_2_2
2422_8_6,2635_4_2
2424_4_1,2854_2_0
2431_0_5,2977_11_4
2436_9_0,2896_5_3
2440_1_1,3560_3_4
2442_0_3,428_7_2
2448_6_4,3015_5_4
245_3_6,3910_9_5
2451_5_4,3079_0_2
2453_0_7,74_6_5
2453_10_4,2664_6_1
2455_8_1,2965_6_2
2457_1_5,3259_7_0
2457_4_0,369_6_3
2470_5_6,2765_1_7
2473_1_1,3695_10_4
2474_0_0,3145_8_3
2475_3_6,3895_1_5
2475_8_0,861_4_1
2479_3_0,3610_2_1
2488_3_5,488_7_5
2490_9_2,309_3_2
2491_11_3,626_0_1
2492_0_0,809_4_7
2494_6_2,608_10_5
2497_6_5,3763_9_1
2501_2_2,3898_10_0
2506_7_4,640_3_3
2512_4_0,2914_8_3
2514_10_1,453_11_5
2524_4_2,551_6_1
2528_3_0,3967_0_3
2529_7_6,3684_4_4
2533_2_0,3769_5_0
2548_4_5,3802_3_5
2551_0_5,3566_2_4
2554_0_4,2780_0_3
2561_7_0,3691_1_1
2568_2_3,739_6_7
2576_1_4,3129_12_2
2577_0_4,720_8_0
2589_0_6,617_2_2
259_5_6,2614_5_0
2590_10_3,802_6_8
2597_3_0,3172_1_0
26_3_0,2872_0_0
